index	species	genome build	chromosome	start	end	element #	any activity
721	>Human	Hg19	chr5	170583493	170584421	 element 829 	 negative 
722	>Human	Hg19	chr15	38159507	38161007	 element 830 	 positive  
723	>Human	Hg19	chr2	67281257	67282540	 element 831 	 positive  
724	>Human	Hg19	chr3	158201553	158202329	 element 832 	 negative 
725	>Human	Hg19	chr7	69980613	69981299	 element 833 	 negative 
726	>Human	Hg19	chr8	37495309	37496204	 element 834 	 positive  
727	>Human	Hg19	chr2	59540640	59541937	 element 836 	 positive  
728	>Human	Hg19	chr8	65828869	65829844	 element 838 	 negative 
729	>Human	Hg19	chr3	17987632	17988945	 element 839 	 negative 
730	>Human	Hg19	chr4	66989480	66990366	 element 840 	 positive  
731	>Human	Hg19	chr10	118854124	118855243	 element 841 	 positive  
732	>Human	Hg19	chr4	14268833	14269924	 element 842 	 positive  
733	>Human	Hg19	chr3	137638911	137640108	 element 843 	 positive  
734	>Human	Hg19	chr7	20832628	20833902	 element 844 	 positive  
735	>Human	Hg19	chr17	12375783	12376586	 element 845 	 negative 
736	>Human	Hg19	chr7	69891243	69892028	 element 846 	 negative 
737	>Human	Hg19	chr4	42150091	42151064	 element 847 	 positive  
738	>Human	Hg19	chr16	51491799	51493025	 element 848 	 positive  
739	>Human	Hg19	chr17	35057889	35058730	 element 849 	 negative 
740	>Human	Hg19	chr1	39291500	39292441	 element 850 	 negative 
741	>Human	Hg19	chr18	36763763	36764791	 element 851 	 positive  
742	>Human	Hg19	chr9	13750115	13751398	 element 852 	 positive  
743	>Human	Hg19	chr5	87083012	87084752	 element 853 	 positive  
744	>Human	Hg19	chr3	71052376	71053246	 element 854 	 negative 
745	>Human	Hg19	chr11	31989173	31990022	 element 855 	 positive  
746	>Human	Hg19	chrX	147829016	147830159	 element 856 	 negative 
747	>Human	Hg19	chr19	30747057	30748648	 element 858 	 positive  
748	>Human	Hg19	chr16	53563054	53564455	 element 859 	 negative 
749	>Human	Hg19	chr2	175196043	175197114	 element 860 	 positive  
750	>Human	Hg19	chr7	115262750	115264769	 element 861 	 negative 
751	>Human	Hg19	chr11	31502035	31503157	 element 863 	 positive  
752	>Human	Hg19	chr3	71034389	71035430	 element 864 	 positive  
753	>Human	Hg19	chr6	50685244	50686237	 element 865 	 positive  
754	>Human	Hg19	chr11	32052398	32053496	 element 866 	 negative 
755	>Human	Hg19	chr2	105697211	105698158	 element 868 	 positive  
756	>Human	Hg19	chr19	32208758	32209473	 element 870 	 negative 
757	>Human	Hg19	chrX	81697630	81698245	 element 871 	 negative 
758	>Human	Hg19	chr11	121799771	121801171	 element 872 	 positive  
759	>Human	Hg19	chr11	72080520	72081501	 element 873 	 negative 
760	>Human	Hg19	chr13	65102774	65103757	 element 874 	 negative 
761	>Human	Hg19	chr9	133540555	133541228	 element 876 	 positive  
762	>Human	Hg19	chr7	50219464	50220288	 element 877 	 negative 
763	>Human	Hg19	chr1	88615687	88616927	 element 878 	 positive  
764	>Human	Hg19	chr14	36893320	36894326	 element 879 	 negative 
765	>Human	Hg19	chr18	36024488	36025531	 element 880 	 negative 
766	>Human	Hg19	chr13	66609799	66610748	 element 881 	 positive  
767	>Human	Hg19	chr13	71533037	71534195	 element 882 	 positive  
768	>Human	Hg19	chr11	16311593	16312881	 element 883 	 positive  
769	>Human	Hg19	chr18	77043189	77044144	 element 885 	 negative 
770	>Human	Hg19	chr4	181201559	181202529	 element 886 	 positive  
771	>Human	Hg19	chr3	188857183	188858023	 element 887 	 negative 
772	>Human	Hg19	chr2	164349676	164351112	 element 890 	 negative 
773	>Human	Hg19	chr8	76960017	76961714	 element 891 	 positive  
774	>Human	Hg19	chr12	24233884	24235634	 element 895 	 positive  
775	>Human	Hg19	chr10	103245010	103246610	 element 897 	 negative 
776	>Human	Hg19	chr5	3179614	3180432	 element 900 	 negative 
777	>Human	Hg19	chr9	37251207	37252223	 element 901 	 positive  
778	>Human	Hg19	chrX	139380916	139382199	 element 902 	 negative 
779	>Human	Hg19	chr4	145860001	145861281	 element 904 	 negative 
780	>Human	Hg19	chr4	145568248	145569955	 element 905 	 negative 
781	>Human	Hg19	chr4	145276813	145278719	 element 906 	 positive  
782	>Human	Hg19	chr8	99428481	99429432	 element 908 	 positive  
783	>Human	Hg19	chr8	100680409	100681809	 element 909 	 positive  
784	>Human	Hg19	chr15	33091527	33092659	 element 910 	 negative 
785	>Human	Hg19	chr20	51552465	51554077	 element 911 	 negative 
786	>Human	Hg19	chr20	21214790	21217232	 element 914 	 positive  
787	>Human	Hg19	chr13	78976015	78977338	 element 915 	 positive  
788	>Human	Hg19	chr4	13517497	13519167	 element 916 	 negative 
789	>Human	Hg19	chr1	33722494	33723960	 element 917 	 negative 
790	>Human	Hg19	chr4	109062224	109063783	 element 918 	 negative 
791	>Human	Hg19	chr8	116430695	116432527	 element 919 	 positive  
792	>Human	Hg19	chr16	8458833	8459721	 element 920 	 negative 
793	>Human	Hg19	chr2	236962599	236964857	 element 921 	 positive  
794	>Human	Hg19	chr17	59328477	59330195	 element 922 	 negative 
795	>Human	Hg19	chr17	54206719	54208426	 element 923 	 negative 
796	>Human	Hg19	chr17	2081998	2084289	 element 924 	 positive  
797	>Human	Hg19	chr7	70103123	70104331	 element 925 	 positive  
798	>Human	Hg19	chr4	112668302	112669915	 element 926 	 positive  
799	>Human	Hg19	chr4	112035956	112037560	 element 927 	 negative 
800	>Human	Hg19	chr4	112556474	112558292	 element 928 	 negative 
801	>Human	Hg19	chr4	111834455	111835732	 element 929 	 negative 
802	>Human	Hg19	chr4	111669259	111671168	 element 930 	 positive  
803	>Human	Hg19	chr4	112130976	112132385	 element 931 	 negative 
804	>Human	Hg19	chr1	209989050	209989824	 element 932 	 positive  
805	>Human	Hg19	chr17	46682250	46682768	 element 933 	 negative 
806	>Human	Hg19	chr10	118855697	118856749	 element 934 	 negative 
807	>Human	Hg19	chr10	119310483	119311458	 element 935 	 positive  
808	>Human	Hg19	chr3	19027747	19029355	 element 936 	 negative 
809	>Human	Hg19	chr2	58146107	58147489	 element 937 	 negative 
810	>Human	Hg19	chr2	105187861	105188859	 element 938 	 negative 
811	>Human	Hg19	chr10	103094612	103095386	 element 939 	 negative 
812	>Human	Hg19	chr12	17710284	17711214	 element 940 	 negative 
813	>Human	Hg19	chr16	5791187	5792173	 element 941 	 negative 
814	>Human	Hg19	chr6	50126514	50127963	 element 942 	 negative 
815	>Human	Hg19	chr12	79739233	79740570	 element 943 	 negative 
816	>Human	Hg19	chr14	29613303	29614728	 element 944 	 negative 
817	>Human	Hg19	chr21	32650843	32651711	 element 945 	 negative 
818	>Human	Hg19	chr2	60317429	60318194	 element 946 	 negative 
819	>Human	Hg19	chr18	63078262	63078839	 element 947 	 positive  
820	>Human	Hg19	chr4	151288357	151289369	 element 948 	 negative 
821	>Human	Hg19	chr2	199681972	199683281	 element 950 	 negative 
822	>Human	Hg19	chr10	107319200	107319911	 element 951 	 negative 
823	>Human	Hg19	chr5	91442456	91444549	 element 952 	 positive  
824	>Human	Hg19	chr2	175203263	175204895	 element 953 	 positive  
825	>Human	Hg19	chr7	114287987	114290557	 element 954 	 negative 
826	>Human	Hg19	chr7	114299711	114302078	 element 956 	 positive  
827	>Human	Hg19	chr2	60761404	60763073	 element 957 	 positive  
828	>Human	Hg19	chr2	104060734	104062561	 element 958 	 negative 
829	>Human	Hg19	chr2	105047627	105048798	 element 960 	 negative 
830	>Human	Hg19	chr7	50333048	50334464	 element 961 	 negative 
831	>Human	Hg19	chr18	22747310	22748975	 element 962 	 negative 
832	>Human	Hg19	chr3	71099157	71100851	 element 965 	 positive  
833	>Human	Hg19	chr7	114326912	114329772	 element 966 	 positive  
834	>Human	Hg19	chr12	103484342	103485519	 element 967 	 positive  
835	>Human	Hg19	chr2	105317580	105319856	 element 969 	 positive  
836	>Human	Hg19	chr1	164672787	164674206	 element 970 	 negative 
837	>Human	Hg19	chr5	91970162	91972034	 element 971 	 positive  
838	>Human	Hg19	chr7	50357638	50358644	 element 972 	 negative 
839	>Human	Hg19	chr3	71507469	71508874	 element 973 	 negative 
840	>Human	Hg19	chr9	83412700	83413972	 element 974 	 positive  
841	>Human	Hg19	chr2	59304974	59306893	 element 975 	 positive  
842	>Human	Hg19	chr2	104063598	104065812	 element 977 	 negative 
843	>Human	Hg19	chr6	97754043	97755513	 element 978 	 positive  
844	>Human	Hg19	chr12	17848111	17849347	 element 980 	 positive  
845	>Human	Hg19	chr4	113442390	113443530	 element 981 	 positive  
846	>Human	Hg19	chr5	90785763	90787167	 element 982 	 negative 
847	>Human	Hg19	chr9	128525348	128527214	 element 983 	 negative 
848	>Human	Hg19	chr14	36907561	36909195	 element 984 	 negative 
849	>Human	Hg19	chr6	98382462	98383929	 element 985 	 negative 
850	>Human	Hg19	chr9	128869446	128870934	 element 987 	 positive  
851	>Human	Hg19	chr1	88875731	88877192	 element 988 	 negative 
852	>Human	Hg19	chr5	90768370	90769843	 element 989 	 negative 
853	>Human	Hg19	chr2	105516737	105518490	 element 990 	 positive  
854	>Human	Hg19	chr20	38862746	38864025	 element 992 	 negative 
855	>Human	Hg19	chr12	17311784	17313759	 element 993 	 positive  
856	>Human	Hg19	chr6	98278782	98280694	 element 995 	 negative 
857	>Human	Hg19	chr20	39483347	39484593	 element 996 	 negative 
858	>Human	Hg19	chr3	71499477	71500970	 element 997 	 negative 
859	>Human	Hg19	chr12	103406124	103408154	 element 998 	 positive  
860	>Human	Hg19	chr7	114142132	114143527	 element 999 	 positive  
861	>Human	Hg19	chr9	128666411	128667552	 element 1000 	 negative 
862	>Human	Hg19	chr1	38712075	38713517	 element 1001 	 positive  
863	>Human	Hg19	chr1	88108084	88109396	 element 1002 	 positive  
864	>Human	Hg19	chr6	41434455	41435695	 element 1003 	 negative 
865	>Human	Hg19	chr9	82681268	82682692	 element 1004 	 positive  
866	>Human	Hg19	chr10	124902927	124904638	 element 1005 	 negative 
867	>Human	Hg19	chr10	102244842	102246334	 element 1006 	 positive  
868	>Human	Hg19	chr7	20997668	20999102	 element 1007 	 positive  
869	>Human	Hg19	chr1	38735942	38737376	 element 1008 	 negative 
870	>Human	Hg19	chr3	71590897	71592786	 element 1010 	 negative 
871	>Human	Hg19	chr18	76461276	76462723	 element 1011 	 positive  
872	>Human	Hg19	chr2	58770304	58771290	 element 1012 	 negative 
873	>Human	Hg19	chr18	52699870	52701226	 element 1013 	 positive  
874	>Human	Hg19	chr6	99005894	99007499	 element 1014 	 negative 
875	>Human	Hg19	chr9	128919674	128920432	 element 1015 	 positive  
876	>Human	Hg19	chr9	128645462	128647097	 element 1017 	 positive  
877	>Human	Hg19	chr2	58809796	58811611	 element 1018 	 negative 
878	>Human	Hg19	chr7	20838843	20840395	 element 1019 	 positive  
879	>Human	Hg19	chr18	75496338	75498507	 element 1020 	 positive  
880	>Human	Hg19	chr2	59998338	59999656	 element 1021 	 negative 
881	>Human	Hg19	chr5	158486120	158487498	 element 1022 	 positive  
882	>Human	Hg19	chr5	92312840	92314645	 element 1024 	 positive  
883	>Human	Hg19	chr2	73124730	73126091	 element 1025 	 positive  
884	>Human	Hg19	chr9	82244801	82246758	 element 1026 	 negative 
885	>Human	Hg19	chr18	22744668	22746270	 element 1027 	 positive  
886	>Human	Hg19	chrX	82765974	82767821	 element 1029 	 negative 
887	>Human	Hg19	chr9	128516934	128518372	 element 1030 	 positive  
888	>Human	Hg19	chr1	39192609	39194134	 element 1031 	 positive  
889	>Human	Hg19	chr10	119309200	119310544	 element 1032 	 positive  
890	>Human	Hg19	chr6	108435330	108436506	 element 1033 	 negative 
891	>Human	Hg19	chr5	91700124	91701467	 element 1034 	 negative 
892	>Human	Hg19	chr6	98074091	98075722	 element 1035 	 positive  
893	>Human	Hg19	chr3	147748015	147749579	 element 1038 	 negative 
894	>Human	Hg19	chr5	92031088	92033197	 element 1039 	 positive  
895	>Human	Hg19	chr9	82010246	82011547	 element 1041 	 positive  
896	>Human	Hg19	chr20	37876814	37877600	 element 1042 	 positive  
897	>Human	Hg19	chr3	147125146	147126336	 element 1043 	 positive  
898	>Human	Hg19	chr1	38819171	38820577	 element 1045 	 negative 
899	>Human	Hg19	chr18	76009581	76010891	 element 1047 	 negative 
900	>Human	Hg19	chr5	92314781	92316083	 element 1049 	 positive  
901	>Human	Hg19	chr4	109531908	109533465	 element 1050 	 positive  
902	>Human	Hg19	chr6	18536628	18538267	 element 1052 	 positive  
903	>Human	Hg19	chr18	22139917	22141191	 element 1053 	 negative 
904	>Human	Hg19	chr6	98261649	98263117	 element 1054 	 negative 
905	>Human	Hg19	chr1	88402821	88404888	 element 1055 	 negative 
906	>Human	Hg19	chr18	76481722	76483257	 element 1056 	 positive  
907	>Human	Hg19	chr2	59888700	59891476	 element 1057 	 negative 
908	>Human	Hg19	chr1	88183654	88184961	 element 1058 	 negative 
909	>Human	Hg19	chr6	97948958	97949898	 element 1059 	 negative 
910	>Human	Hg19	chr5	92613862	92616844	 element 1060 	 positive  
911	>Human	Hg19	chr14	29960491	29962005	 element 1062 	 negative 
912	>Human	Hg19	chr2	58857680	58858956	 element 1063 	 negative 
913	>Human	Hg19	chr14	29226075	29227673	 element 1064 	 positive  
914	>Human	Hg19	chr2	63275695	63277103	 element 1066 	 positive  
915	>Human	Hg19	chr2	58975738	58977115	 element 1067 	 positive  
916	>Human	Hg19	chr1	88841735	88843091	 element 1068 	 negative 
917	>Human	Hg19	chr7	114052100	114053403	 element 1069 	 negative 
918	>Human	Hg19	chr2	58799729	58800607	 element 1071 	 positive  
919	>Human	Hg19	chr2	60055628	60056970	 element 1072 	 negative 
920	>Human	Hg19	chr9	82119097	82120855	 element 1074 	 negative 
921	>Human	Hg19	chr14	28398563	28400621	 element 1075 	 negative 
922	>Human	Hg19	chr2	58695819	58697323	 element 1076 	 negative 
923	>Human	Hg19	chr2	59202276	59203399	 element 1077 	 negative 
924	>Human	Hg19	chr9	82224085	82226757	 element 1078 	 positive  
925	>Human	Hg19	chr5	92141511	92143537	 element 1079 	 positive  
926	>Human	Hg19	chr7	114261073	114263089	 element 1080 	 positive  
927	>Human	Hg19	chr6	98902034	98904516	 element 1081 	 positive  
928	>Human	Hg19	chr11	31816452	31818421	 element 1082 	 positive  
929	>Human	Hg19	chr18	76064036	76065306	 element 1083 	 negative 
930	>Human	Hg19	chr5	91765018	91766129	 element 1084 	 negative 
931	>Human	Hg19	chr6	99089361	99091043	 element 1085 	 positive  
932	>Human	Hg19	chr20	39334182	39335059	 element 1086 	 positive  
933	>Human	Hg19	chr10	119491936	119493137	 element 1087 	 negative 
934	>Human	Hg19	chr18	22769112	22770579	 element 1088 	 negative 
935	>Human	Hg19	chr2	58811475	58812905	 element 1090 	 negative 
936	>Human	Hg19	chr3	71153556	71155053	 element 1092 	 positive  
937	>Human	Hg19	chr2	103792328	103793819	 element 1093 	 positive  
938	>Human	Hg19	chr6	18662790	18664038	 element 1094 	 negative 
939	>Human	Hg19	chr9	128640165	128641327	 element 1095 	 negative 
940	>Human	Hg19	chr15	37371729	37373137	 element 1097 	 negative 
941	>Human	Hg19	chr1	38791998	38793333	 element 1098 	 negative 
942	>Human	Hg19	chr9	128606519	128608350	 element 1099 	 negative 
943	>Human	Hg19	chr6	41560717	41562075	 element 1100 	 positive  
944	>Human	Hg19	chr20	39472648	39473702	 element 1101 	 negative 
945	>Human	Hg19	chr9	128522875	128525442	 element 1102 	 positive  
946	>Human	Hg19	chr9	128735158	128736174	 element 1103 	 negative 
947	>Human	Hg19	chr18	22657391	22658788	 element 1104 	 negative 
948	>Human	Hg19	chr1	38494689	38495688	 element 1105 	 negative 
949	>Human	Hg19	chr6	98572398	98573780	 element 1106 	 negative 
950	>Human	Hg19	chr1	88686076	88687740	 element 1107 	 positive  
951	>Human	Hg19	chr9	128945054	128946417	 element 1108 	 negative 
952	>Human	Hg19	chr5	91940922	91942042	 element 1109 	 positive  
953	>Human	Hg19	chr2	66510556	66511795	 element 1110 	 negative 
954	>Human	Hg19	chr2	60516097	60518092	 element 1111 	 negative 
955	>Human	Hg19	chr2	103909358	103911221	 element 1112 	 positive  
956	>Human	Hg19	chr2	58948607	58950015	 element 1113 	 negative 
957	>Human	Hg19	chr12	103371349	103372610	 element 1114 	 positive  
958	>Human	Hg19	chr3	148006499	148007810	 element 1115 	 positive  
959	>Human	Hg19	chr3	71446827	71448809	 element 1116 	 positive  
960	>Human	Hg19	chr5	158508842	158510137	 element 1117 	 positive  
961	>Human	Hg19	chr9	84167351	84168176	 element 1118 	 positive  
962	>Human	Hg19	chr2	59476604	59477955	 element 1119 	 positive  
963	>Human	Hg19	chr2	60223849	60225179	 element 1120 	 negative 
964	>Human	Hg19	chr2	105452973	105454169	 element 1121 	 negative 
965	>Human	Hg19	chr12	103345263	103346680	 element 1122 	 positive  
966	>Human	Hg19	chr5	158517785	158518914	 element 1123 	 positive  
967	>Human	Hg19	chr1	38627529	38629265	 element 1124 	 negative 
968	>Human	Hg19	chr2	103548426	103549712	 element 1125 	 negative 
969	>Human	Hg19	chr2	104576225	104577270	 element 1126 	 negative 
970	>Human	Hg19	chr14	27553786	27555661	 element 1127 	 negative 
971	>Human	Hg19	chr6	98829860	98831049	 element 1128 	 positive  
972	>Human	Hg19	chr15	37216993	37219601	 element 1129 	 negative 
973	>Human	Hg19	chr5	157589029	157590477	 element 1130 	 positive  
974	>Human	Hg19	chr2	105032493	105034445	 element 1131 	 positive  
975	>Human	Hg19	chr7	42432266	42433365	 element 1132 	 negative 
976	>Human	Hg19	chr1	87803415	87805212	 element 1134 	 negative 
977	>Human	Hg19	chr1	88595049	88596320	 element 1135 	 negative 
978	>Human	Hg19	chr1	164700259	164701522	 element 1136 	 negative 
979	>Human	Hg19	chr5	158227696	158229500	 element 1137 	 negative 
980	>Human	Hg19	chr18	23283479	23284795	 element 1138 	 negative 
981	>Human	Hg19	chr1	39248757	39250129	 element 1139 	 positive  
982	>Human	Hg19	chr2	104648312	104650249	 element 1140 	 negative 
983	>Human	Hg19	chr18	76070697	76071834	 element 1141 	 negative 
984	>Human	Hg19	chr2	60855056	60856888	 element 1142 	 positive  
985	>Human	Hg19	chr2	59303870	59305029	 element 1143 	 negative 
986	>Human	Hg19	chr1	164668592	164669823	 element 1144 	 positive  
987	>Human	Hg19	chr6	41436815	41438024	 element 1145 	 negative 
988	>Human	Hg19	chr5	92426546	92428433	 element 1146 	 negative 
989	>Human	Hg19	chr2	104285458	104286792	 element 1147 	 positive  
990	>Human	Hg19	chr7	21019551	21021200	 element 1148 	 positive  
991	>Human	Hg19	chr3	71573607	71574540	 element 1149 	 positive  
992	>Human	Hg19	chr14	57419008	57421445	 element 1150 	 positive  
993	>Human	Hg19	chr14	53833457	53836210	 element 1151 	 positive  
994	>Human	Hg19	chr2	58859997	58861674	 element 1152 	 positive  
995	>Human	Hg19	chr5	92219848	92221133	 element 1153 	 positive  
996	>Human	Hg19	chr2	59203217	59204548	 element 1154 	 negative 
997	>Human	Hg19	chr5	92035493	92036961	 element 1155 	 negative 
998	>Human	Hg19	chr1	163359231	163360494	 element 1156 	 negative 
999	>Human	Hg19	chr6	98831075	98833042	 element 1159 	 negative 
1000	>Human	Hg19	chr3	71253670	71255013	 element 1160 	 negative 
1001	>Human	Hg19	chr1	88025863	88027203	 element 1161 	 positive  
1002	>Human	Hg19	chr5	91828131	91829295	 element 1162 	 negative 
1003	>Human	Hg19	chr9	82590314	82593174	 element 1163 	 positive  
1004	>Human	Hg19	chr2	60005531	60007545	 element 1164 	 negative 
1005	>Human	Hg19	chr14	36973775	36974585	 element 1166 	 positive  
1006	>Human	Hg19	chr7	114055419	114056748	 element 1167 	 negative 
1007	>Human	Hg19	chr14	29743374	29745881	 element 1168 	 positive  
1008	>Human	Hg19	chr18	22235986	22237388	 element 1169 	 positive  
1009	>Human	Hg19	chr5	92526066	92527353	 element 1170 	 positive  
1010	>Human	Hg19	chr5	92634702	92636476	 element 1172 	 positive  
1011	>Human	Hg19	chr3	147378547	147380603	 element 1173 	 positive  
1012	>Human	Hg19	chr2	58748340	58750140	 element 1174 	 positive  
1013	>Human	Hg19	chr6	19976157	19977513	 element 1175 	 positive  
1014	>Human	Hg19	chr2	60794812	60796264	 element 1176 	 negative 
1015	>Human	Hg19	chr2	105300344	105301657	 element 1177 	 positive  
1016	>Human	Hg19	chr15	37347604	37349955	 element 1178 	 negative 
1017	>Human	Hg19	chr1	38656780	38657626	 element 1179 	 negative 
1018	>Human	Hg19	chr18	22616831	22618682	 element 1180 	 positive  
1019	>Human	Hg19	chr2	59178992	59180242	 element 1181 	 positive  
1020	>Human	Hg19	chr9	82266057	82267053	 element 1183 	 negative 
1021	>Human	Hg19	chr3	147393021	147394349	 element 1184 	 negative 
1022	>Human	Hg19	chr1	163507965	163509139	 element 1185 	 positive  
1023	>Human	Hg19	chr18	75569573	75570862	 element 1186 	 positive  
1024	>Human	Hg19	chr5	50390899	50392257	 element 1187 	 positive  
1025	>Human	Hg19	chr21	34290782	34292115	 element 1188 	 positive  
1026	>Human	Hg19	chr6	108437243	108438452	 element 1189 	 negative 
1027	>Human	Hg19	chr1	164805507	164806794	 element 1191 	 positive  
1028	>Human	Hg19	chr7	114463797	114464462	 element 1192 	 positive  
1029	>Human	Hg19	chr14	29894197	29895582	 element 1193 	 negative 
1030	>Human	Hg19	chr18	76517730	76518836	 element 1194 	 negative 
1031	>Human	Hg19	chr18	75467090	75468311	 element 1195 	 negative 
1032	>Human	Hg19	chr2	59161996	59164461	 element 1196 	 negative 
1033	>Human	Hg19	chr2	66924703	66926115	 element 1197 	 negative 
1034	>Human	Hg19	chr1	88535719	88538390	 element 1198 	 positive  
1035	>Human	Hg19	chr2	59102071	59103380	 element 1199 	 positive  
1036	>Human	Hg19	chr1	88577535	88578821	 element 1200 	 negative 
1037	>Human	Hg19	chr14	29911320	29912514	 element 1201 	 negative 
1038	>Human	Hg19	chr1	164604141	164605474	 element 1202 	 positive  
1039	>Human	Hg19	chr3	147802357	147803586	 element 1203 	 positive  
1040	>Human	Hg19	chr2	59896819	59898978	 element 1204 	 negative 
1041	>Human	Hg19	chr20	21488551	21490021	 element 1205 	 positive  
1042	>Human	Hg19	chr2	66749539	66750931	 element 1206 	 negative 
1043	>Human	Hg19	chr2	213141079	213142308	 element 1207 	 negative 
1044	>Human	Hg19	chr5	158017768	158019067	 element 1208 	 positive  
1045	>Human	Hg19	chr2	59894793	59896957	 element 1209 	 negative 
1046	>Human	Hg19	chr2	66762515	66765088	 element 1210 	 positive  
1047	>Human	Hg19	chr9	83122286	83123599	 element 1211 	 negative 
1048	>Human	Hg19	chr2	103538361	103539868	 element 1212 	 positive  
1049	>Human	Hg19	chr7	42252831	42254560	 element 1213 	 positive  
1050	>Human	Hg19	chr3	70701489	70702904	 element 1214 	 negative 
1051	>Human	Hg19	chr7	114292900	114293972	 element 1215 	 negative 
1052	>Human	Hg19	chr1	88646698	88648145	 element 1216 	 negative 
1053	>Human	Hg19	chr1	88065041	88066530	 element 1217 	 positive  
1054	>Human	Hg19	chr14	57430887	57432346	 element 1218 	 positive  
1055	>Human	Hg19	chr6	98212329	98214701	 element 1220 	 positive  
1056	>Human	Hg19	chr10	119313709	119314860	 element 1221 	 negative 
1057	>Human	Hg19	chr5	92536353	92537380	 element 1222 	 negative 
1058	>Human	Hg19	chr7	21239775	21240922	 element 1223 	 negative 
1059	>Human	Hg19	chr3	147651676	147653436	 element 1224 	 positive  
1060	>Human	Hg19	chr6	41380559	41381515	 element 1225 	 negative 
1061	>Human	Hg19	chr7	21080801	21082086	 element 1226 	 positive  
1062	>Human	Hg19	chr5	91271776	91272886	 element 1227 	 positive  
1063	>Human	Hg19	chr9	83711693	83712782	 element 1228 	 negative 
1064	>Human	Hg19	chr2	66397542	66398943	 element 1229 	 negative 
1065	>Human	Hg19	chr1	164197827	164199172	 element 1230 	 negative 
1066	>Human	Hg19	chr3	71026229	71026764	 element 1231 	 negative 
1067	>Human	Hg19	chr2	58891096	58892548	 element 1232 	 negative 
1068	>Human	Hg19	chr6	98504034	98506058	 element 1233 	 positive  
1069	>Human	Hg19	chr20	39347264	39348213	 element 1234 	 negative 
1070	>Human	Hg19	chr1	164620038	164621164	 element 1235 	 positive  
1071	>Human	Hg19	chr10	119589659	119591176	 element 1236 	 positive  
1072	>Human	Hg19	chr20	38580899	38582010	 element 1237 	 negative 
1073	>Human	Hg19	chr8	64564272	64565973	 element 1239 	 positive  
1074	>Human	Hg19	chr4	80430584	80431224	 element 1240 	 negative 
1075	>Human	Hg19	chr4	80426144	80427098	 element 1241 	 negative 
1076	>Human	Hg19	chr16	10319829	10320876	 element 1242 	 positive  
1077	>Human	Hg19	chr2	237165066	237166143	 element 1243 	 negative 
1078	>Human	Hg19	chr2	67052101	67052901	 element 1244 	 positive  
1079	>Human	Hg19	chr2	186035364	186036499	 element 1245 	 negative 
1080	>Human	Hg19	chr13	112268067	112269088	 element 1246 	 positive  
1081	>Human	Hg19	chr4	12747039	12748624	 element 1247 	 positive  
1082	>Human	Hg19	chr4	12899030	12900803	 element 1248 	 negative 
1083	>Human	Hg19	chr4	12950899	12952450	 element 1249 	 negative 
1084	>Human	Hg19	chr4	13126482	13127376	 element 1250 	 negative 
1085	>Human	Hg19	chr3	157775742	157778000	 element 1251 	 positive  
1086	>Human	Hg19	chr6	10407432	10410045	 element 1252 	 negative 
1087	>Human	Hg19	chr2	199226864	199228567	 element 1253 	 negative 
1088	>Human	Hg19	chr3	158009522	158010836	 element 1254 	 negative 
1089	>Human	Hg19	chr1	218222277	218224086	 element 1255 	 negative 
1090	>Human	Hg19	chr5	174160174	174161834	 element 1256 	 positive  
1091	>Human	Hg19	chr1	218207432	218208498	 element 1257 	 positive  
1092	>Human	Hg19	chr9	98257859	98259405	 element 1258 	 positive  
1093	>Human	Hg19	chr3	157779422	157781220	 element 1262 	 positive  
1094	>Human	Hg19	chr3	55788950	55790828	 element 1264 	 negative 
1095	>Human	Hg19	chr7	155547616	155548788	 element 1268 	 positive  
1096	>Human	Hg19	chr22	28238313	28239718	 element 1271 	 positive  
1097	>Human	Hg19	chr2	19774115	19776218	 element 1273 	 positive  
1098	>Human	Hg19	chr2	19740634	19741760	 element 1276 	 negative 
1099	>Human	Hg19	chr20	10793183	10794439	 element 1278 	 positive  
1100	>Human	Hg19	chr3	157573564	157575297	 element 1284 	 negative 
1101	>Human	Hg19	chr3	189233649	189234301	 element 1286 	 negative 
1102	>Human	Hg19	chr2	19578175	19579415	 element 1290 	 negative 
1103	>Human	Hg19	chr14	89814702	89816977	 element 1299 	 negative 
1104	>Human	Hg19	chr16	52468529	52471762	 element 1300 	 positive  
1105	>Human	Hg19	chr11	16423269	16426037	 element 1301 	 positive  
1106	>Human	Hg19	chr6	112822313	112826325	 element 1302 	 positive  
1107	>Human	Hg19	chr2	104667872	104670648	 element 1303 	 positive  
1108	>Human	Hg19	chr21	17681162	17682802	 element 1304 	 positive  
1109	>Human	Hg19	chr8	80874361	80876746	 element 1305 	 positive  
1110	>Human	Hg19	chr7	127174386	127177546	 element 1308 	 positive  
1111	>Human	Hg19	chr1	61917795	61920190	 element 1309 	 positive  
1112	>Human	Hg19	chr6	170747095	170748864	 element 1310 	 positive  
1113	>Human	Hg19	chr11	110000895	110003234	 element 1311 	 positive  
1114	>Human	Hg19	chr5	30994283	30996047	 element 1312 	 positive  
1115	>Human	Hg19	chr11	12865332	12868546	 element 1314 	 positive  
1116	>Human	Hg19	chr6	9095334	9096985	 element 1315 	 positive  
1117	>Human	Hg19	chr3	62405817	62408099	 element 1316 	 positive  
1118	>Human	Hg19	chr8	77598007	77600645	 element 1318 	 positive  
1119	>Human	Hg19	chr10	124827454	124829734	 element 1319 	 positive  
